loan_id,checkout_date,due_date,return_date,loan_status,renewal_count,member_id,member_type,department_or_program,member_status,branch_name,book_id,title,language,publication_year,category_name,copy_id,availability_status,condition_status,checkout_librarian,checkout_role
LN001887,2026-03-28,2026-04-11,2026-04-02,returned,0,M000388,student,Psychology,active,Graduate Research Library,B000268,"Public Policy: Concepts, Models, and Tools 268",English,1996,Economics,C000856,on_loan,good,Tara Karimi,analyst
LN001888,2026-03-29,2026-04-19,2026-04-10,returned,0,M000080,student,Management,active,Medical Sciences Library,B000027,Data Mining: Case Studies and Practice 27,English,1994,Computer Science,C000104,available,worn,Emma Martin,circulation
LN001889,2026-03-29,2026-04-12,2026-04-12,returned,0,M000025,student,Economics,active,Graduate Research Library,B000182,Behavioral Analysis: Methods for Researchers 182,English,2001,Psychology,C000581,available,good,Tara Clark,circulation
LN001890,2026-03-29,2026-04-12,2026-04-10,returned,0,M000281,student,History,active,Central Library,B000264,Modern Fiction: Case Studies and Practice 264,Persian,1997,Literature,C000839,available,worn,Tara Karimi,analyst
LN001891,2026-03-30,2026-04-20,2026-04-18,returned,0,M000262,student,Civil Engineering,active,Central Library,B000002,Econometrics: Principles and Applications 2,English,2006,Economics,C000004,available,new,Reza Khan,circulation
LN001892,2026-03-30,2026-04-20,2026-04-14,returned,0,M000262,student,Civil Engineering,active,Graduate Research Library,B000099,Linear Algebra: Case Studies and Practice 99,Persian,2006,Mathematics,C000329,on_loan,worn,Olivia Martin,circulation
LN001893,2026-03-30,2026-04-20,2026-04-12,returned,2,M000427,student,Economics,active,Engineering Library,B000016,Econometrics: Principles and Applications 16,Persian,2007,Economics,C000059,available,worn,Karim Lee,circulation
LN001894,2026-03-31,2026-04-28,2026-04-30,returned,0,M000503,student,Management,active,Graduate Research Library,B000055,Statistical Physics: A Modern Approach 55,Persian,2000,Physics,C000188,available,good,Emma Farhadi,circulation
LN001895,2026-03-31,2026-04-21,2026-04-06,returned,0,M000450,student,Literature,active,Graduate Research Library,B000174,"Data Mining: Concepts, Models, and Tools 174",Persian,2019,Computer Science,C000562,available,good,Reza Khan,circulation
LN001896,2026-03-31,2026-04-21,2026-04-11,returned,0,M000343,faculty,Electrical Engineering,active,Graduate Research Library,B000195,Control Systems: An Applied Introduction 195,Persian,2006,Electrical Engineering,C000626,available,good,Ali Khan,manager
LN001897,2026-04-01,2026-04-22,2026-04-04,returned,0,M000256,faculty,Mathematics,active,Graduate Research Library,B000076,Project Management: Methods for Researchers 76,Persian,2011,Management,C000260,available,worn,Mina Brown,analyst
LN001898,2026-04-01,2026-04-22,2026-04-05,returned,2,M000164,student,Industrial Engineering,active,Graduate Research Library,B000070,"Philosophy of Science: Concepts, Models, and Tools 70",English,2000,Philosophy,C000237,available,good,Sophia Hosseini,manager
LN001899,2026-04-01,2026-04-22,2026-04-07,returned,0,M000442,student,Computer Engineering,active,Engineering Library,B000260,Digital Circuits: Methods for Researchers 260,English,2009,Electrical Engineering,C000828,available,worn,Mina Brown,analyst
LN001900,2026-04-01,2026-04-29,2026-04-18,returned,0,M000046,student,Civil Engineering,suspended,Medical Sciences Library,B000285,Numerical Methods: Methods for Researchers 285,English,1998,Mathematics,C000910,available,good,Emma Farhadi,circulation
LN001901,2026-04-02,2026-04-23,2026-04-25,returned,0,M000142,staff,Literature,active,Graduate Research Library,B000077,Public Policy: Principles and Applications 77,English,2025,Economics,C000261,available,good,Emma Khan,circulation
LN001902,2026-04-02,2026-04-16,2026-04-16,returned,0,M000454,staff,Computer Engineering,active,Graduate Research Library,B000170,Modern Fiction: Methods for Researchers 170,English,2003,Literature,C000548,available,worn,Ali Khan,manager
LN001903,2026-04-02,2026-04-16,2026-04-06,returned,2,M000230,staff,Economics,active,Engineering Library,B000278,Literary Criticism: An Applied Introduction 278,English,2006,Literature,C000885,available,good,Sina Moradi,admin
LN001904,2026-04-03,2026-04-24,2026-05-05,returned,0,M000311,student,Industrial Engineering,active,Medical Sciences Library,B000300,Project Management: Principles and Applications 300,English,2026,Management,C000952,available,good,Ali Khan,manager
LN001905,2026-04-03,2026-04-24,2026-05-14,returned,0,M000314,student,Electrical Engineering,active,Engineering Library,B000013,Database Systems: Case Studies and Practice 13,English,1993,Computer Science,C000048,maintenance,worn,Reza Brown,analyst
LN001906,2026-04-03,2026-04-24,2026-04-16,returned,0,M000276,student,Civil Engineering,active,Graduate Research Library,B000293,Econometrics: Principles and Applications 293,Persian,2017,Economics,C000930,available,new,Emma Khan,circulation
LN001907,2026-04-03,2026-05-01,2026-05-05,returned,0,M000291,student,Management,expired,Engineering Library,B000185,Urban Infrastructure: Principles and Applications 185,English,2000,Civil Engineering,C000593,available,good,Ali Khan,manager
LN001908,2026-04-03,2026-04-24,2026-04-18,returned,0,M000263,student,Psychology,active,Graduate Research Library,B000168,"Cloud Computing: Concepts, Models, and Tools 168",English,1997,Computer Science,C000537,available,worn,Emma Farhadi,circulation
LN001909,2026-04-03,2026-04-24,2026-04-16,returned,0,M000111,student,Mathematics,active,Central Library,B000018,Econometrics: Methods for Researchers 18,English,2024,Economics,C000069,available,new,Reza Khan,circulation
LN001910,2026-04-03,2026-04-17,2026-04-08,returned,3,M000314,student,Electrical Engineering,active,Medical Sciences Library,B000012,Microeconomics: A Modern Approach 12,English,2023,Economics,C000043,available,good,Hana Abbasi,manager
LN001911,2026-04-03,2026-05-01,2026-04-11,returned,0,M000062,public,,active,Graduate Research Library,B000205,Soil Mechanics: Case Studies and Practice 205,English,1990,Civil Engineering,C000647,on_loan,good,Sophia Hosseini,manager
LN001912,2026-04-04,2026-04-18,2026-05-03,returned,0,M000385,student,Electrical Engineering,active,Graduate Research Library,B000219,Signal Processing: An Applied Introduction 219,English,1993,Electrical Engineering,C000698,available,good,Sina Moradi,admin
LN001913,2026-04-04,2026-04-18,,lost,1,M000073,faculty,Civil Engineering,active,Central Library,B000223,Digital Circuits: A Modern Approach 223,English,2009,Electrical Engineering,C000707,lost,lost,Emma Farhadi,circulation
LN001914,2026-04-04,2026-04-18,2026-04-09,returned,0,M000457,student,Economics,active,Medical Sciences Library,B000178,Political Philosophy: Principles and Applications 178,Persian,2012,Philosophy,C000574,available,good,Reza Khan,circulation
LN001915,2026-04-05,2026-04-19,2026-04-08,returned,2,M000127,student,Mathematics,active,Central Library,B000088,"Modern Iran: Concepts, Models, and Tools 88",English,2015,History,C000295,on_loan,worn,Emma Khan,circulation
LN001916,2026-04-05,2026-04-19,2026-04-19,returned,0,M000267,public,,active,Central Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000913,available,good,Sina Moradi,admin
LN001917,2026-04-05,2026-04-26,2026-04-07,returned,1,M000366,student,Mathematics,active,Engineering Library,B000006,Linear Algebra: Case Studies and Practice 6,English,1995,Mathematics,C000021,available,good,Sina Moradi,admin
LN001918,2026-04-06,2026-04-27,2026-04-23,returned,1,M000477,student,Electrical Engineering,active,Engineering Library,B000198,"Microeconomics: Concepts, Models, and Tools 198",English,2008,Economics,C000634,available,worn,Sina Moradi,admin
LN001919,2026-04-06,2026-04-27,2026-04-21,returned,2,M000496,student,Management,active,Medical Sciences Library,B000142,"Philosophy of Science: Concepts, Models, and Tools 142",Persian,2008,Philosophy,C000466,available,good,Tara Karimi,analyst
LN001920,2026-04-06,2026-04-27,2026-04-10,returned,1,M000085,student,Literature,active,Engineering Library,B000300,Project Management: Principles and Applications 300,English,2026,Management,C000950,retired,good,Tara Clark,circulation
LN001921,2026-04-07,2026-04-28,2026-04-19,returned,0,M000005,student,Literature,active,Engineering Library,B000168,"Cloud Computing: Concepts, Models, and Tools 168",English,1997,Computer Science,C000541,available,good,Tara Clark,circulation
LN001922,2026-04-08,2026-04-22,2026-05-14,returned,0,M000144,staff,Mathematics,active,Medical Sciences Library,B000024,"Probability Theory: Concepts, Models, and Tools 24",English,1998,Mathematics,C000093,available,worn,Ali Khan,manager
LN001923,2026-04-08,2026-05-06,2026-04-29,returned,1,M000416,faculty,Mechanical Engineering,active,Engineering Library,B000241,Data Mining: A Modern Approach 241,English,1997,Computer Science,C000759,available,good,Karim Lee,circulation
LN001924,2026-04-09,2026-04-23,2026-04-19,returned,0,M000417,student,Industrial Engineering,active,Engineering Library,B000258,Microeconomics: A Modern Approach 258,English,2005,Economics,C000817,on_loan,good,Mina Brown,analyst
LN001925,2026-04-09,2026-04-30,2026-04-23,returned,1,M000129,student,Psychology,active,Engineering Library,B000165,Strategic Management: Case Studies and Practice 165,English,2024,Management,C000529,available,good,Hana Abbasi,manager
LN001926,2026-04-09,2026-04-23,2026-05-01,returned,0,M000184,staff,Economics,active,Medical Sciences Library,B000141,Literary Criticism: Principles and Applications 141,English,1999,Literature,C000463,available,good,Reza Khan,circulation
LN001927,2026-04-10,2026-05-01,2026-04-21,returned,3,M000157,student,Management,active,Medical Sciences Library,B000282,Strategic Management: Methods for Researchers 282,English,1991,Management,C000901,available,good,Ali Lee,circulation
LN001928,2026-04-10,2026-04-24,2026-04-15,returned,0,M000518,faculty,Industrial Engineering,active,Graduate Research Library,B000171,Discrete Mathematics: A Modern Approach 171,English,1997,Mathematics,C000552,available,worn,Karim Lee,circulation
LN001929,2026-04-10,2026-05-01,2026-04-29,returned,0,M000165,student,Psychology,expired,Engineering Library,B000004,Machine Learning: Case Studies and Practice 4,Persian,1999,Computer Science,C000012,available,worn,Tara Clark,circulation
LN001930,2026-04-10,2026-05-01,2026-05-19,returned,1,M000443,student,Physics,active,Central Library,B000267,"Cloud Computing: Concepts, Models, and Tools 267",Persian,1998,Computer Science,C000850,available,good,Reza Khan,circulation
LN001931,2026-04-10,2026-05-01,2026-04-21,returned,0,M000096,faculty,Computer Engineering,expired,Engineering Library,B000105,Numerical Methods: Case Studies and Practice 105,Persian,2004,Mathematics,C000351,available,worn,Reza Khan,circulation
LN001932,2026-04-11,2026-04-25,2026-04-23,returned,0,M000227,staff,Industrial Engineering,active,Engineering Library,B000154,"Philosophy of Science: Concepts, Models, and Tools 154",Persian,2011,Philosophy,C000493,available,good,Tara Clark,circulation
LN001933,2026-04-11,2026-04-25,2026-04-18,returned,0,M000122,student,Management,active,Medical Sciences Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000234,available,worn,Emma Farhadi,circulation
LN001934,2026-04-11,2026-05-02,2026-04-22,returned,0,M000141,faculty,Physics,active,Graduate Research Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000250,available,good,Mina Brown,analyst
LN001935,2026-04-11,2026-04-25,2026-04-21,returned,0,M000050,student,Industrial Engineering,active,Graduate Research Library,B000317,Modern Iran: Principles and Applications 317,English,1995,History,C001012,available,good,Ali Khan,manager
LN001936,2026-04-11,2026-04-25,2026-04-25,returned,1,M000134,student,Management,suspended,Engineering Library,B000099,Linear Algebra: Case Studies and Practice 99,Persian,2006,Mathematics,C000328,available,good,Sina Moradi,admin
LN001937,2026-04-11,2026-04-25,2026-04-25,returned,0,M000484,student,Economics,active,Engineering Library,B000106,Strategic Management: An Applied Introduction 106,English,2011,Management,C000357,available,good,Ali Khan,manager
LN001938,2026-04-11,2026-05-09,2026-05-09,returned,1,M000005,student,Literature,active,Engineering Library,B000207,"Project Management: Concepts, Models, and Tools 207",English,2002,Management,C000651,available,good,Reza Khan,circulation
LN001939,2026-04-11,2026-04-25,2026-05-09,returned,0,M000263,student,Psychology,active,Medical Sciences Library,B000097,"Analytical Chemistry: Concepts, Models, and Tools 97",English,2003,Chemistry,C000320,available,good,Hana Abbasi,manager
LN001940,2026-04-12,2026-05-03,2026-04-20,returned,0,M000404,student,Economics,active,Medical Sciences Library,B000119,Analytical Chemistry: Principles and Applications 119,English,2000,Chemistry,C000395,available,good,Noah Johnson,admin
LN001941,2026-04-12,2026-04-26,2026-04-25,returned,0,M000209,student,Literature,active,Medical Sciences Library,B000167,Development Economics: Case Studies and Practice 167,Persian,2019,Economics,C000535,available,worn,Karim Lee,circulation
LN001942,2026-04-12,2026-05-03,2026-04-15,returned,0,M000150,student,Mechanical Engineering,active,Graduate Research Library,B000131,Cloud Computing: A Modern Approach 131,Persian,2006,Computer Science,C000435,available,worn,Tara Karimi,analyst
LN001943,2026-04-12,2026-05-03,2026-04-28,returned,1,M000131,student,Psychology,suspended,Central Library,B000124,"Strategic Management: Concepts, Models, and Tools 124",Persian,2009,Management,C000413,available,good,Reza Brown,analyst
LN001944,2026-04-12,2026-05-03,2026-04-16,returned,0,M000327,student,Psychology,active,Graduate Research Library,B000173,Thermodynamics: Methods for Researchers 173,Persian,1992,Mechanical Engineering,C000559,available,good,Reza Khan,circulation
LN001945,2026-04-12,2026-05-17,2026-05-09,returned,1,M000034,student,Management,active,Central Library,B000085,Development Economics: Principles and Applications 85,English,1991,Economics,C000287,available,good,Emma Farhadi,circulation
LN001946,2026-04-13,2026-05-04,2026-04-28,returned,0,M000516,student,Management,active,Central Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000231,available,good,Tara Clark,circulation
LN001947,2026-04-13,2026-05-04,2026-04-22,returned,0,M000342,faculty,Mechanical Engineering,active,Central Library,B000007,"Machine Learning: Concepts, Models, and Tools 7",Persian,2008,Computer Science,C000023,available,good,Ali Khan,manager
LN001948,2026-04-13,2026-05-04,2026-05-02,returned,1,M000003,student,History,active,Graduate Research Library,B000051,Control Systems: Principles and Applications 51,English,1992,Electrical Engineering,C000171,available,good,Tara Karimi,analyst
LN001949,2026-04-13,2026-04-27,2026-04-26,returned,0,M000250,student,Computer Engineering,active,Graduate Research Library,B000287,Database Systems: Methods for Researchers 287,English,1991,Computer Science,C000917,available,worn,Emma Farhadi,circulation
LN001950,2026-04-13,2026-05-11,2026-04-24,returned,0,M000384,student,Literature,active,Graduate Research Library,B000207,"Project Management: Concepts, Models, and Tools 207",English,2002,Management,C000652,available,good,Sophia Hosseini,manager
LN001951,2026-04-13,2026-04-27,2026-04-19,returned,2,M000187,student,Physics,suspended,Medical Sciences Library,B000036,Structural Analysis: An Applied Introduction 36,English,2006,Civil Engineering,C000133,available,new,Tara Clark,circulation
LN001952,2026-04-14,2026-05-05,2026-04-28,returned,0,M000141,faculty,Physics,active,Central Library,B000034,"Ecology: Concepts, Models, and Tools 34",English,1990,Biology,C000129,available,good,Olivia Martin,circulation
LN001953,2026-04-14,2026-04-28,2026-04-18,returned,2,M000004,student,Economics,expired,Engineering Library,B000100,Organic Chemistry: An Applied Introduction 100,Arabic,1994,Chemistry,C000331,available,good,Reza Khan,circulation
LN001954,2026-04-15,2026-04-29,2026-04-29,returned,0,M000204,student,Computer Engineering,active,Central Library,B000011,Statistical Physics: A Modern Approach 11,English,2005,Physics,C000037,available,good,Mina Brown,analyst
LN001955,2026-04-15,2026-04-29,2026-04-27,returned,0,M000253,student,Computer Engineering,active,Engineering Library,B000305,Linear Algebra: An Applied Introduction 305,English,2024,Mathematics,C000966,available,good,Olivia Martin,circulation
LN001956,2026-04-15,2026-05-06,2026-04-25,returned,0,M000516,student,Management,active,Engineering Library,B000280,Signal Processing: Methods for Researchers 280,English,2005,Electrical Engineering,C000891,available,good,Emma Martin,circulation
LN001957,2026-04-16,2026-04-30,2026-04-24,returned,0,M000218,student,Management,active,Central Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001001,available,good,Olivia Martin,circulation
LN001958,2026-04-17,2026-05-01,2026-04-29,returned,0,M000296,student,Mathematics,expired,Medical Sciences Library,B000093,Database Systems: A Modern Approach 93,English,2023,Computer Science,C000310,available,worn,Reza Brown,analyst
LN001959,2026-04-17,2026-05-08,2026-05-24,returned,0,M000175,student,Chemistry,suspended,Central Library,B000298,"Linear Algebra: Concepts, Models, and Tools 298",English,2015,Mathematics,C000943,available,good,Ali Lee,circulation
LN001960,2026-04-17,2026-05-15,2026-04-22,returned,0,M000179,student,Literature,active,Central Library,B000202,Public Policy: An Applied Introduction 202,English,2021,Economics,C000641,available,worn,Noah Johnson,admin
LN001961,2026-04-17,2026-05-01,2026-05-01,returned,0,M000127,student,Mathematics,active,Engineering Library,B000079,"Urban Infrastructure: Concepts, Models, and Tools 79",English,1995,Civil Engineering,C000271,available,good,Mina Brown,analyst
LN001962,2026-04-17,2026-05-08,2026-04-26,returned,0,M000048,student,Physics,active,Engineering Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001002,on_loan,new,Noah Johnson,admin
LN001963,2026-04-18,2026-05-02,2026-05-03,returned,0,M000351,staff,Mathematics,active,Medical Sciences Library,B000188,Fluid Mechanics: Principles and Applications 188,English,2023,Mechanical Engineering,C000598,on_loan,good,Tara Clark,circulation
LN001964,2026-04-18,2026-05-16,2026-05-25,returned,0,M000481,student,Industrial Engineering,active,Central Library,B000033,Numerical Methods: Principles and Applications 33,English,2008,Mathematics,C000124,available,worn,Sophia Hosseini,manager
LN001965,2026-04-18,2026-05-09,2026-04-27,returned,0,M000245,faculty,Psychology,active,Engineering Library,B000132,Optics: A Modern Approach 132,English,1998,Physics,C000437,available,good,Noah Johnson,admin
LN001966,2026-04-18,2026-05-16,2026-05-24,returned,0,M000070,faculty,Chemistry,active,Engineering Library,B000260,Digital Circuits: Methods for Researchers 260,English,2009,Electrical Engineering,C000828,available,worn,Karim Lee,circulation
LN001967,2026-04-19,2026-05-03,2026-04-30,returned,0,M000069,student,Industrial Engineering,active,Graduate Research Library,B000030,"Numerical Methods: Concepts, Models, and Tools 30",English,1999,Mathematics,C000112,available,good,Reza Khan,circulation
LN001968,2026-04-19,2026-05-10,2026-04-22,returned,1,M000436,student,Psychology,active,Graduate Research Library,B000171,Discrete Mathematics: A Modern Approach 171,English,1997,Mathematics,C000551,available,good,Karim Lee,circulation
LN001969,2026-04-19,2026-05-03,2026-04-30,returned,1,M000085,student,Literature,active,Central Library,B000301,Project Management: A Modern Approach 301,English,2026,Management,C000954,available,good,Hana Abbasi,manager
LN001970,2026-04-20,2026-05-18,2026-06-08,returned,1,M000432,student,Literature,active,Medical Sciences Library,B000162,Microeconomics: Case Studies and Practice 162,Persian,2019,Economics,C000517,available,good,Sophia Hosseini,manager
LN001971,2026-04-20,2026-05-04,2026-04-23,returned,0,M000315,student,History,active,Central Library,B000219,Signal Processing: An Applied Introduction 219,English,1993,Electrical Engineering,C000696,on_loan,good,Tara Clark,circulation
LN001972,2026-04-21,2026-05-26,2026-05-19,returned,0,M000142,staff,Literature,active,Central Library,B000230,Business Analytics: Methods for Researchers 230,English,2023,Management,C000725,retired,good,Olivia Martin,circulation
LN001973,2026-04-22,2026-05-06,2026-04-25,returned,1,M000185,student,Industrial Engineering,active,Engineering Library,B000045,Soil Mechanics: Principles and Applications 45,English,1999,Civil Engineering,C000157,available,good,Emma Farhadi,circulation
LN001974,2026-04-23,2026-05-07,2026-04-28,returned,0,M000381,student,Mechanical Engineering,active,Central Library,B000109,Probability Theory: A Modern Approach 109,English,1992,Mathematics,C000367,available,good,Karim Lee,circulation
LN001975,2026-04-25,2026-05-09,2026-04-29,returned,0,M000371,student,Mechanical Engineering,active,Medical Sciences Library,B000027,Data Mining: Case Studies and Practice 27,English,1994,Computer Science,C000104,available,worn,Reza Brown,analyst
LN001976,2026-04-25,2026-05-23,2026-05-09,returned,0,M000297,student,Literature,active,Central Library,B000111,Logic: An Applied Introduction 111,Persian,1999,Philosophy,C000373,available,good,Karim Lee,circulation
LN001977,2026-04-25,2026-05-16,2026-05-07,returned,0,M000071,student,Psychology,active,Medical Sciences Library,B000248,Database Systems: An Applied Introduction 248,Persian,2000,Computer Science,C000790,available,worn,Sophia Hosseini,manager
LN001978,2026-04-26,2026-05-24,2026-05-09,returned,0,M000516,student,Management,active,Engineering Library,B000017,Strategic Management: Principles and Applications 17,English,1996,Management,C000066,available,good,Emma Martin,circulation
LN001979,2026-04-26,2026-05-17,2026-05-26,returned,0,M000307,public,,active,Engineering Library,B000258,Microeconomics: A Modern Approach 258,English,2005,Economics,C000817,on_loan,good,Emma Martin,circulation
LN001980,2026-04-26,2026-05-17,2026-05-07,returned,0,M000399,student,Literature,active,Medical Sciences Library,B000038,Development Economics: Methods for Researchers 38,Persian,2000,Economics,C000138,available,new,Tara Clark,circulation
LN001981,2026-04-26,2026-05-24,2026-05-10,returned,2,M000006,staff,Management,active,Central Library,B000015,Numerical Methods: An Applied Introduction 15,Persian,2002,Mathematics,C000056,available,good,Ali Khan,manager
LN001982,2026-04-27,2026-05-18,2026-05-18,returned,0,M000131,student,Psychology,suspended,Graduate Research Library,B000054,Genetics: Case Studies and Practice 54,English,2006,Biology,C000181,available,worn,Tara Karimi,analyst
LN001983,2026-04-28,2026-05-19,2026-05-20,returned,0,M000046,student,Civil Engineering,suspended,Central Library,B000124,"Strategic Management: Concepts, Models, and Tools 124",Persian,2009,Management,C000412,available,worn,Tara Karimi,analyst
LN001984,2026-04-28,2026-05-19,2026-05-15,returned,0,M000515,faculty,Electrical Engineering,active,Medical Sciences Library,B000146,Quantum Mechanics: An Applied Introduction 146,English,2013,Physics,C000476,available,worn,Olivia Martin,circulation
LN001985,2026-04-28,2026-05-12,2026-05-09,returned,0,M000376,student,Management,active,Graduate Research Library,B000006,Linear Algebra: Case Studies and Practice 6,English,1995,Mathematics,C000017,available,good,Ali Lee,circulation
LN001986,2026-04-28,2026-05-19,2026-05-16,returned,0,M000208,student,Management,active,Engineering Library,B000234,Control Systems: An Applied Introduction 234,Persian,2022,Electrical Engineering,C000736,on_loan,good,Olivia Martin,circulation
LN001987,2026-04-28,2026-05-26,2026-05-25,returned,0,M000349,student,Chemistry,active,Central Library,B000144,"Modern Iran: Concepts, Models, and Tools 144",English,2004,History,C000471,available,good,Noah Johnson,admin
LN001988,2026-04-28,2026-05-26,2026-05-22,returned,0,M000427,student,Economics,active,Central Library,B000282,Strategic Management: Methods for Researchers 282,English,1991,Management,C000900,available,worn,Olivia Martin,circulation
LN001989,2026-04-28,2026-05-12,2026-05-05,returned,0,M000481,student,Industrial Engineering,active,Central Library,B000213,Urban History: An Applied Introduction 213,Persian,2006,History,C000677,available,good,Tara Karimi,analyst
LN001990,2026-04-29,2026-05-13,2026-05-09,returned,0,M000058,staff,Physics,active,Engineering Library,B000076,Project Management: Methods for Researchers 76,Persian,2011,Management,C000257,available,worn,Ali Lee,circulation
LN001991,2026-04-29,2026-05-20,2026-05-26,returned,0,M000395,faculty,Literature,active,Graduate Research Library,B000224,"Classical Mechanics: Concepts, Models, and Tools 224",English,1993,Physics,C000711,available,good,Sina Moradi,admin
LN001992,2026-04-29,2026-05-27,2026-06-08,returned,0,M000265,student,Computer Engineering,active,Engineering Library,B000298,"Linear Algebra: Concepts, Models, and Tools 298",English,2015,Mathematics,C000947,available,good,Ali Lee,circulation
LN001993,2026-04-30,2026-05-21,2026-05-16,returned,0,M000468,staff,Civil Engineering,active,Medical Sciences Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000914,available,good,Mina Brown,analyst
LN001994,2026-04-30,2026-05-28,2026-05-02,returned,0,M000213,student,Physics,active,Graduate Research Library,B000156,Cloud Computing: Case Studies and Practice 156,English,2010,Computer Science,C000500,available,good,Reza Brown,analyst
LN001995,2026-04-30,2026-05-21,2026-05-03,returned,2,M000214,student,Electrical Engineering,active,Central Library,B000073,Development Economics: A Modern Approach 73,English,1999,Economics,C000249,on_loan,good,Ali Lee,circulation
LN001996,2026-04-30,2026-05-14,2026-05-06,returned,0,M000477,student,Electrical Engineering,active,Medical Sciences Library,B000261,Algorithms: Methods for Researchers 261,English,2000,Computer Science,C000832,available,good,Olivia Martin,circulation
LN001997,2026-05-01,2026-05-29,2026-05-24,returned,1,M000182,staff,Physics,active,Engineering Library,B000232,Logic: An Applied Introduction 232,Persian,2003,Philosophy,C000730,available,good,Mina Brown,analyst
LN001998,2026-05-02,2026-05-16,2026-05-24,returned,1,M000148,student,Electrical Engineering,active,Engineering Library,B000060,Digital Circuits: A Modern Approach 60,Persian,1996,Electrical Engineering,C000201,available,worn,Ali Lee,circulation
LN001999,2026-05-02,2026-05-16,2026-05-15,returned,0,M000431,faculty,Mathematics,active,Graduate Research Library,B000077,Public Policy: Principles and Applications 77,English,2025,Economics,C000261,available,good,Emma Farhadi,circulation
LN002000,2026-05-02,2026-05-16,2026-05-05,returned,0,M000071,student,Psychology,active,Engineering Library,B000009,Signal Processing: Methods for Researchers 9,Persian,2010,Electrical Engineering,C000033,available,worn,Karim Lee,circulation
LN002001,2026-05-02,2026-05-16,2026-05-12,returned,0,M000065,student,Industrial Engineering,active,Graduate Research Library,B000199,Behavioral Analysis: Methods for Researchers 199,Persian,2010,Psychology,C000636,available,good,Noah Johnson,admin
LN002002,2026-05-03,2026-05-31,2026-05-16,returned,0,M000323,staff,Economics,active,Central Library,B000248,Database Systems: An Applied Introduction 248,Persian,2000,Computer Science,C000791,available,worn,Hana Abbasi,manager
LN002003,2026-05-03,2026-05-17,2026-05-07,returned,1,M000083,student,Management,active,Central Library,B000119,Analytical Chemistry: Principles and Applications 119,English,2000,Chemistry,C000394,available,worn,Olivia Martin,circulation
LN002004,2026-05-05,2026-05-19,2026-05-17,returned,0,M000168,student,Psychology,active,Graduate Research Library,B000293,Econometrics: Principles and Applications 293,Persian,2017,Economics,C000930,available,new,Tara Clark,circulation
LN002005,2026-05-05,2026-05-26,2026-05-13,returned,0,M000466,student,Management,active,Engineering Library,B000115,Business Analytics: An Applied Introduction 115,English,2003,Management,C000379,available,worn,Reza Brown,analyst
LN002006,2026-05-05,2026-05-19,2026-05-10,returned,0,M000423,student,Economics,active,Central Library,B000114,Logic: Case Studies and Practice 114,English,2002,Philosophy,C000377,available,good,Sophia Hosseini,manager
LN002007,2026-05-05,2026-05-19,2026-05-10,returned,0,M000261,student,Management,active,Engineering Library,B000139,Urban Infrastructure: Case Studies and Practice 139,English,2014,Civil Engineering,C000458,available,good,Reza Khan,circulation
LN002008,2026-05-05,2026-05-19,2026-05-08,returned,1,M000189,faculty,Economics,active,Graduate Research Library,B000217,Econometrics: Case Studies and Practice 217,Persian,1999,Economics,C000689,available,good,Emma Khan,circulation
LN002009,2026-05-06,2026-05-27,2026-05-12,returned,0,M000290,faculty,Mechanical Engineering,active,Medical Sciences Library,B000244,Ecology: A Modern Approach 244,English,2020,Biology,C000776,available,good,Emma Khan,circulation
LN002010,2026-05-06,2026-06-03,2026-05-11,returned,1,M000021,student,History,active,Graduate Research Library,B000103,"Data Mining: Concepts, Models, and Tools 103",Persian,2004,Computer Science,C000346,available,good,Emma Khan,circulation
LN002011,2026-05-07,2026-05-21,2026-05-12,returned,0,M000331,student,Literature,active,Central Library,B000031,Cloud Computing: Principles and Applications 31,Persian,2005,Computer Science,C000120,available,good,Sophia Hosseini,manager
LN002012,2026-05-07,2026-05-21,2026-05-17,returned,0,M000254,student,Civil Engineering,active,Central Library,B000309,Numerical Methods: Principles and Applications 309,Persian,2009,Mathematics,C000984,available,good,Tara Clark,circulation
LN002013,2026-05-07,2026-06-04,2026-05-22,returned,0,M000268,staff,Mathematics,active,Engineering Library,B000320,Power Networks: Methods for Researchers 320,Persian,2018,Electrical Engineering,C001023,available,good,Reza Brown,analyst
LN002014,2026-05-08,2026-05-22,2026-06-01,returned,0,M000416,faculty,Mechanical Engineering,active,Engineering Library,B000077,Public Policy: Principles and Applications 77,English,2025,Economics,C000262,available,new,Ali Lee,circulation
LN002015,2026-05-08,2026-05-29,2026-05-25,returned,0,M000467,student,Electrical Engineering,active,Engineering Library,B000251,Numerical Methods: An Applied Introduction 251,Persian,1997,Mathematics,C000801,available,worn,Emma Martin,circulation
LN002016,2026-05-08,2026-05-29,2026-05-28,returned,2,M000306,faculty,Chemistry,active,Engineering Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000912,available,good,Ali Lee,circulation
